month	order_no	product_no	quantity	location
12	1037093985	3261378375	1	11-2-4
12	2765725147	4254353168	1	19-9-3
12	2765725147	1688016554	1	20-19-3
12	2765725147	328869436	1	18-31-6
12	2765725147	431617886	1	18-4-3
12	2765725147	3272357929	1	19-3-3
12	985467000	1670946492	1	14-4-2
12	1304049902	2212659705	1	14-44-2
12	3568527700	1918004570	1	47-16-2
12	2746505666	1918004570	2	47-16-2
12	2746505666	3219886192	1	46-9-5
12	856376403	75095586	1	22-29-3
12	1141667013	1140922396	2	16-25-9
12	1405930934	3434271444	1	13-32-5
12	3450361877	2053237283	1	45-4-2
12	3450361877	943633399	1	23-63-1
12	3450361877	4248027941	1	22-15-1
12	3450361877	3766730373	1	13-8-6
12	3450361877	1535351785	1	14-49-4
12	3450361877	3585225887	1	11-24-4
12	3450361877	4045826784	1	55-2-1
12	3450361877	3304540519	1	14-57-5
12	3450361877	2782057200	1	46-1-3
12	3132057731	418364993	1	16-64-5
12	3132057731	1962185344	1	14-41-9
12	3132057731	3079658705	1	14-62-3
12	4149213232	3219886192	1	46-9-5
12	2152253606	1952918741	2	16-29-8
12	2152253606	56630339	2	18-51-7
12	2267352255	346009130	1	11-2-4
12	2267352255	1670946492	1	14-4-2
12	506223877	1830853898	1	17-45-2
12	1764453779	1223192187	1	20-4-1
12	1764453779	825546463	1	20-17-1
12	1764453779	1891346837	1	14-38-3
12	1764453779	4179380892	1	47-15-4
12	1764453779	1391776625	1	15-48-3
12	1764453779	1964360678	1	59-23-2
12	4187254786	1176848431	1	47-9-3
12	4187254786	195346267	1	15-5-3
12	4187254786	1738286086	1	47-7-3
12	2392014996	674228126	1	21-7-2
12	2392014996	291107434	1	14-46-4
12	2392014996	3754484396	1	15-40-5
12	2392014996	835093376	1	21-25-2
12	3998534001	983833292	1	54-5-2
12	2572417511	3206760954	1	10-10-2
12	2572417511	4210402243	1	11-36-3
12	5941341	1501300657	1	56-7-2
12	5941341	1575248000	4	14-15-5
12	5941341	719540246	2	11-64-9
12	2002622667	18411686	1	15-38-5
12	2002622667	434048484	1	15-41-4
12	2002622667	2161531998	1	16-52-1
12	2002622667	4157697224	1	16-43-6
12	2002622667	3920075152	1	16-59-8
12	2002622667	1317011517	1	16-57-4
12	2002622667	3846939265	1	14-44-1
12	2002622667	2454491671	1	16-62-2
12	2002622667	4125548523	1	14-58-1
12	2002622667	2195844989	1	16-64-3
12	2654879230	2377225829	4	23-53-5
12	1882217682	4163946866	1	55-17-2
12	2542301653	1980389246	2	15-38-4
12	2542301653	3449297196	1	46-8-1
12	2542301653	1590347130	1	14-37-3
12	3313081010	2682208089	1	14-44-5
12	3313081010	2580376863	2	15-39-2
12	3313081010	2318413274	1	14-55-2
12	3313081010	1187099414	1	15-35-5
12	729283486	1478343447	3	11-4-1
12	729283486	790268801	8	13-14-1
12	3767484739	1670946492	4	14-4-2
12	3767484739	4132155129	1	12-28-2
12	3256114859	2277081845	2	17-42-7
12	3037949501	1695844110	1	54-29-1
12	3037949501	2316929190	1	55-28-2
12	739917703	254122271	1	15-57-5
12	739917703	978605345	1	22-7-2
12	739917703	2137327413	1	55-32-1
12	739917703	140654499	1	59-49-1
12	3416396416	2143034197	1	14-41-5
12	3416396416	2581621814	1	16-43-4
12	3416396416	126155157	2	16-60-3
12	3416396416	2496687573	1	14-62-2
12	3416396416	179632246	1	14-47-3
12	3416396416	1859665266	1	16-52-2
12	3416396416	4157697224	1	16-43-6
12	3416396416	2240555876	1	16-58-1
12	3416396416	3579632966	1	14-42-2
12	3416396416	995277930	1	14-54-1
12	3416396416	1597929838	1	15-38-5
12	3416396416	2967607496	1	14-40-3
12	3416396416	345679144	4	13-4-4
12	3164938774	4148135185	1	12-10-1
12	3164938774	329685187	2	57-30-3
12	3164938774	3081330767	1	16-47-6
12	3164938774	1727283109	1	59-27-5
12	3697454067	1357060119	6	15-6-9
12	3697454067	405336804	2	14-54-2
12	3697454067	2253154119	3	14-42-4
12	845990623	3081330767	1	16-47-6
12	845990623	555987100	3	11-16-5
12	1528631057	4098563730	1	53-28-1
12	1528631057	4262593793	1	13-3-6
12	1528631057	2794662581	1	58-1-2
12	1528631057	2150306019	1	18-37-5
12	1528631057	3328122599	1	18-19-5
12	1164704329	265268911	1	1-32-1
12	3675221994	4270108758	2	12-21-2
12	3675221994	1874226887	2	12-7-5
12	3675221994	2068106952	2	12-9-5
12	3675221994	305466118	2	1-32-3
12	3675221994	2354159269	2	12-11-3
12	3675221994	1810477986	2	11-14-9
12	3675221994	485393204	2	11-28-9
12	3675221994	3802802015	2	12-9-4
12	2994645540	3008929306	2	12-58-7
12	2994645540	4165956285	2	19-49-4
12	2994645540	3545585674	2	10-28-5
12	1107705424	1672892492	1	18-14-4
12	3535348673	163511200	3	14-20-4
12	3535348673	3071619952	1	56-17-2
12	2780697431	249655687	2	1-32-3
12	170552462	2968513897	1	15-64-6
12	170552462	4007607350	1	15-7-4
12	170552462	3526433119	1	15-40-4
12	170552462	1488406094	1	16-36-3
12	170552462	1101821711	1	15-42-7
12	2488203565	2402810340	1	19-28-3
12	3813263803	1698680369	1	57-20-1
12	3813263803	2193589152	1	22-7-1
12	3813263803	158175004	4	12-34-5
12	3813263803	2097993931	1	46-11-1
12	3813263803	1070832174	1	14-10-2
12	3813263803	2799356820	1	14-10-2
12	3813263803	650685295	2	1-28-4
12	3813263803	3098296012	1	14-34-2
12	2051053569	3918174393	2	15-60-5
12	2051053569	2277218375	1	16-48-1
12	2051053569	4038895825	1	14-38-4
12	2051053569	2161531998	1	16-52-1
12	2051053569	275333583	1	16-50-1
12	2051053569	1890502698	1	16-44-1
12	2051053569	3920075152	1	16-59-8
12	2051053569	2121613336	1	14-46-1
12	2051053569	423146953	1	14-39-3
12	2051053569	478509790	1	16-58-3
12	2051053569	3418669511	2	13-25-4
12	2051053569	2123171751	1	12-22-4
12	2051053569	3773403652	1	12-6-4
12	2051053569	2656628409	1	11-10-7
12	2051053569	3869344775	1	15-43-1
12	2051053569	2443621521	1	16-40-2
12	2051053569	18458880	1	14-63-5
12	2051053569	1641947365	1	15-52-3
12	2051053569	3325503700	1	15-42-6
12	2051053569	2331914379	1	13-1-5
12	2051053569	4260954141	1	13-6-5
12	2051053569	1901672234	1	15-31-2
12	2051053569	2531334701	1	15-1-4
12	2051053569	2415537004	1	15-53-2
12	222800023	2853898077	4	12-1-5
12	2650322182	249655687	1	1-32-3
12	2650322182	921105436	4	11-15-2
12	2650322182	1801530380	1	21-5-5
12	2650322182	644220050	1	22-3-2
12	2650322182	3434271444	1	13-32-5
12	2650322182	1558146706	1	12-25-8
12	2650322182	1729844411	1	13-17-2
12	2650322182	1643036368	2	12-6-1
12	2650322182	3052662365	4	13-4-7
12	2650322182	3643736820	4	12-22-1
12	2650322182	3119024913	4	22-19-2
12	2650322182	104020621	1	19-22-2
12	2650322182	3241335550	1	12-34-5
12	2650322182	1263566550	1	21-25-3
12	3942614416	3063626367	1	22-3-4
12	3942614416	4151606914	1	14-26-5
12	3942614416	1640689165	1	14-53-6
12	3942614416	404117161	1	15-60-6
12	3942614416	3334210207	1	16-61-8
12	3942614416	13720858	1	14-46-3
12	3942614416	383324275	1	15-48-7
12	3942614416	3882532804	1	16-50-3
12	3942614416	1300728950	1	20-17-1
12	3942614416	2091093965	1	15-1-3
12	1681288537	1369347322	1	58-28-2
12	1681288537	1125096760	1	22-7-1
12	2318929013	669264001	20	13-51-1
12	2371209324	2798913309	2	1-74-3
12	2371209324	2953858455	1	20-7-1
12	2371209324	2706750626	1	10-2-2
12	4248780003	2867546288	1	14-56-2
12	3029555356	1339094981	1	19-37-6
12	3029555356	1992071788	6	22-20-2
12	3029555356	1063640049	1	20-32-2
12	3029555356	4024048292	1	59-29-2
12	1666951488	336254116	2	54-15-1
12	4199741690	468238023	1	16-64-1
12	4199741690	1670946492	1	14-4-2
12	4199741690	1176848431	1	47-9-3
12	4199741690	3628195212	1	45-4-5
12	2229503047	4121287387	1	11-30-6
12	2229503047	6680710	4	11-16-8
12	2229503047	1933918715	2	14-45-3
12	2229503047	532183616	3	14-25-3
12	2229503047	1643036368	2	12-6-1
12	2229503047	3052662365	5	13-4-7
12	2229503047	3087421272	3	16-44-4
12	2229503047	3418669511	2	13-25-4
12	2229503047	4188462456	1	12-15-3
12	2229503047	1641753575	3	13-20-5
12	2229503047	383523697	2	13-4-4
12	2229503047	2714985288	1	14-10-1
12	2229503047	4216761907	2	11-28-9
12	2229503047	2721307619	2	13-1-4
12	2702532534	2053237283	2	45-4-2
12	2702532534	3011745992	1	22-4-2
12	1327185562	2581621814	1	16-43-4
12	1327185562	126155157	1	16-60-3
12	1327185562	238204350	1	15-64-3
12	1327185562	2161531998	2	16-52-1
12	1327185562	1317011517	2	16-57-4
12	1327185562	2454491671	2	16-62-2
12	1327185562	2240555876	2	16-58-1
12	941362700	664326234	1	18-48-2
12	941362700	3621798958	1	16-13-4
12	941362700	2699523256	1	18-37-3
12	941362700	1334489984	1	16-19-6
12	941362700	4288217818	1	18-63-7
12	941362700	385525743	1	16-31-5
12	941362700	2842484682	1	16-55-2
12	941362700	345028552	1	16-59-3
12	1215756931	2599910449	1	10-12-3
12	1215756931	96082754	1	14-34-1
12	1215756931	449670365	1	11-61-5
12	1215756931	2706750626	1	10-2-2
12	1215756931	640292928	1	11-59-5
12	1215756931	3479150558	1	10-42-4
12	1064421909	3764711513	1	13-7-6
12	1064421909	746892159	1	15-29-1
12	1064421909	2023849313	1	13-24-6
12	1064421909	3785895131	1	13-31-1
12	1064421909	138960134	1	14-62-4
12	1064421909	3840029020	1	12-11-4
12	1064421909	2055644415	1	12-15-3
12	1064421909	226595945	1	12-17-2
12	1064421909	2491991507	1	14-4-5
12	1064421909	3817862469	1	13-1-5
12	1064421909	1932585172	1	12-7-5
12	1064421909	1693471143	1	14-2-4
12	1064421909	334979377	1	14-14-3
12	1064421909	489482499	1	13-3-5
12	1064421909	2564631090	1	59-31-1
12	1064421909	4024048292	1	59-29-2
12	1064421909	3897583248	1	46-6-2
12	2792922031	3754484396	1	15-40-5
12	3591532320	458906445	1	14-13-8
12	3591532320	1621073466	1	19-55-3
12	3591532320	676429771	1	18-13-3
12	3591532320	2404818467	1	14-30-4
12	2949568388	1006950204	1	15-36-4
12	2949568388	2965677142	1	16-47-8
12	2949568388	929251150	1	47-10-4
12	2949568388	3920705526	1	14-40-3
12	2949568388	3904364221	5	48-1-4
12	2949568388	3537232486	1	45-4-4
12	2949568388	2946635299	1	15-50-7
12	3637110546	790268801	6	13-14-1
12	3087953655	2427679859	1	14-5-1
12	3087953655	3092819784	1	13-53-4
12	3087953655	963005533	1	12-57-4
12	3087953655	3707933183	1	14-4-2
12	1442844635	3683872109	1	16-15-2
12	1442844635	476454042	1	52-16-3
12	1442844635	2330981729	1	16-26-3
12	1442844635	818607334	1	16-2-2
12	1442844635	644012795	1	16-46-4
12	1442844635	3503393892	1	14-62-2
12	1442844635	3904364221	1	48-1-4
12	341613014	1411376402	1	16-18-6
12	341613014	562841287	1	22-6-1
12	554123085	3904364221	1	48-1-4
12	554123085	451661891	1	14-45-4
12	3473497697	254122271	1	15-57-5
12	3473497697	140654499	1	59-49-1
12	3210980078	1859665266	1	16-52-2
12	3210980078	2240555876	1	16-58-1
12	1366150082	3574055077	1	13-12-2
12	1366150082	80051180	1	14-27-5
12	1366150082	5658523	1	13-4-3
12	1366150082	3920075152	1	16-59-8
12	1366150082	1978973968	1	14-41-4
12	1366150082	4175294322	1	15-62-3
12	1366150082	3059604571	1	15-63-1
12	1366150082	3815263592	1	13-10-6
12	1366150082	3243880409	1	14-53-5
12	644545364	13720858	1	14-46-3
12	644545364	1981024187	2	14-47-4
12	644545364	929251150	1	47-10-4
12	644545364	195346267	2	15-5-3
12	644545364	3243880409	1	14-53-5
12	644545364	1597848186	1	14-37-4
12	3251820115	2087101414	1	18-52-4
12	3251820115	3248008042	1	11-43-5
12	3067471557	772709896	1	20-28-3
12	3067471557	278351462	1	11-50-3
12	3067471557	2918103706	1	11-26-7
12	3067471557	1616584006	1	14-33-6
12	1066824248	3644574748	1	18-35-3
12	3516404500	1969167343	1	17-64-5
12	3516404500	1044333781	1	12-13-1
12	956020257	963836041	1	56-10-2
12	1341949623	2223247014	1	20-5-3
12	1341949623	2137883562	1	1-50-5
12	1341949623	1980389246	1	15-38-4
12	1341949623	2029688435	1	19-4-3
12	1341949623	1590347130	1	14-37-3
12	1341949623	3321576961	1	14-43-8
12	1341949623	402823233	1	58-5-1
12	1341949623	2135582354	1	19-26-1
12	1341949623	1155869084	1	20-6-2
12	1341949623	764734546	1	47-6-2
12	1341949623	3304540519	1	14-57-5
12	2717050779	149438066	10	11-16-3
12	1368028143	2873169076	1	20-2-2
12	646792057	1585686678	1	16-37-5
12	646792057	2845243643	1	18-41-3
12	646792057	2940249356	1	16-31-7
12	646792057	2473833629	1	16-29-4
12	2795447170	4214378043	1	16-53-7
12	3364037205	3562396446	2	12-31-7
12	3364037205	2698758727	2	12-12-1
12	3364037205	4192826447	1	12-15-4
12	3364037205	2799356820	2	14-10-2
12	3213103811	1640689165	1	14-53-6
12	3213103811	4173578167	1	15-46-6
12	3213103811	2061372665	1	15-43-5
12	3213103811	4007607350	1	15-7-4
12	3213103811	2306260499	1	15-53-5
12	3213103811	1176848431	1	47-9-3
12	3213103811	1300728950	1	20-17-1
12	3213103811	2851678601	1	14-48-4
12	3213103811	592405600	1	21-24-2
12	568362848	1438021327	1	45-12-5
12	3102332634	290679879	1	22-29-2
12	3102332634	2402810340	1	19-28-3
12	3102332634	4052125017	1	57-28-1
12	3102332634	3788259358	1	58-3-1
12	2173346449	1215956293	2	13-2-5
12	676776779	3178485000	1	14-41-1
12	4136473095	434048484	1	15-41-4
12	1870971837	2402810340	1	19-28-3
12	411300651	1220807356	3	10-46-3
12	411300651	999702294	1	12-44-6
12	4058011166	714579159	1	54-19-1
12	535705394	1489008926	1	14-40-4
12	535705394	1891346837	1	14-38-3
12	535705394	4113418680	1	48-13-4
12	535705394	455321748	1	47-10-2
12	535705394	881843475	1	22-3-2
12	1760102308	1728443023	1	15-28-4
12	1760102308	4108693871	1	14-42-3
12	4166392373	435293389	1	16-52-3
12	4166392373	434048484	1	15-41-4
12	4166392373	2580376863	1	15-39-2
12	4166392373	423146953	1	14-39-3
12	4166392373	3789957819	1	15-33-2
12	2404461219	1859665266	2	16-52-2
12	2404461219	2454491671	2	16-62-2
12	2404461219	2240555876	4	16-58-1
12	2404461219	478509790	4	16-58-3
12	2404461219	1901672234	2	15-31-2
12	2404461219	3789957819	2	15-33-2
12	2559677392	1929905295	1	12-52-4
12	2559677392	3671354709	1	13-50-6
12	2559677392	3357833580	2	48-13-3
12	26788458	3916573175	2	12-50-5
12	26788458	2023849313	1	13-24-6
12	26788458	3785895131	1	13-31-1
12	26788458	2528058445	2	14-42-4
12	26788458	298891439	1	14-12-1
12	26788458	3840029020	1	12-11-4
12	26788458	2055644415	1	12-15-3
12	26788458	3817862469	1	13-1-5
12	1990193916	929251150	1	47-10-4
12	1990193916	234473703	1	16-59-2
12	3908790111	2137327413	1	55-32-1
12	2684114889	1205955086	1	11-58-7
12	1571987775	475486148	1	15-51-2
12	3285595292	2414855710	1	57-22-1
12	3033596938	393999520	1	57-31-2
12	3033596938	563529835	1	52-22-4
12	1524589862	3426955886	1	11-2-9
12	1524589862	1599992554	1	12-18-1
12	1524589862	3069274388	1	11-34-4
12	3395319991	963756449	4	12-33-4
12	3395319991	1992071788	3	22-20-2
12	3395319991	1199876508	3	11-34-1
12	3395319991	2934377641	3	12-3-4
12	3395319991	3791445547	1	21-14-2
12	3395319991	2557547440	2	11-18-7
12	3395319991	4017496870	1	21-23-1
12	3395319991	24658442	1	21-19-2
12	3395319991	1534956608	1	11-30-9
12	3395319991	1114023169	1	14-34-2
12	3395319991	1994330600	2	13-44-3
12	3395319991	2391932694	1	21-23-4
12	3395319991	4187410304	1	14-18-3
12	3395319991	3964834876	2	13-22-5
12	3395319991	2436959420	5	58-8-1
12	3395319991	917993426	3	14-42-3
12	3395319991	1043066881	1	19-32-2
12	3395319991	3869544197	1	13-26-5
12	3395319991	3777950513	2	13-6-6
12	3395319991	3863164712	3	16-5-1
12	3395319991	4164272752	2	13-6-6
12	3395319991	3904364221	1	48-1-4
12	3395319991	3167347633	2	15-41-4
12	3177662497	4262593793	1	13-3-6
12	3177662497	407228373	1	12-24-4
12	2863133010	3766730373	1	13-8-6
12	2863133010	2794662581	1	58-1-2
12	2863133010	3529089953	5	13-21-5
12	2863133010	754630631	2	12-11-6
12	2863133010	2648455895	1	11-8-4
12	831287924	3987981658	2	55-22-1
12	867082472	2794662581	1	58-1-2
12	1151963262	1526459127	1	1-40-5
12	3670869469	1902798534	1	15-54-4
12	3670869469	3992879150	1	14-47-5
12	2915710283	2208600011	30	13-10-4
12	2915710283	2530114442	10	13-4-4
12	1136940135	3772824012	1	56-13-1
12	1136940135	2023849313	1	13-24-6
12	3857082261	1646676516	1	18-50-5
12	3857082261	3301819826	1	21-25-1
12	3857082261	1511213880	1	23-51-3
12	3857082261	794283765	1	47-11-2
12	3857082261	3243880409	1	14-53-5
12	2759620960	3174106451	1	1-34-4
12	2759620960	967977297	1	14-51-7
12	2759620960	4203859718	1	11-18-7
12	2759620960	2375483280	1	11-12-4
12	2759620960	334654003	1	11-24-3
12	2759620960	3325503700	1	15-42-6
12	2759620960	2331914379	1	13-1-5
12	2759620960	4260954141	1	13-6-5
12	2759620960	345679144	1	13-4-4
12	2759620960	2375283858	1	13-10-5
12	2759620960	4204053508	1	11-2-3
12	2759620960	1781258645	1	13-14-3
12	2759620960	489482499	1	13-3-5
12	2759620960	3815263592	1	13-10-6
12	2759620960	2490334718	1	12-29-5
12	2759620960	224799812	1	11-10-6
12	2759620960	3585615487	1	48-13-3
12	885220593	1208387490	1	13-23-5
12	2096051759	3556714910	1	12-10-2
12	199755449	3096337467	1	20-12-1
12	199755449	1597403452	1	20-30-3
12	199755449	674316714	1	17-47-1
12	2509017882	297074945	1	59-45-5
12	2509017882	2143034197	1	14-41-5
12	2509017882	243413178	1	14-56-3
12	2509017882	128579772	1	16-48-1
12	2509017882	3920075152	1	16-59-8
12	2509017882	1578656941	1	15-60-4
12	2509017882	1095273526	1	46-4-3
12	2806523914	2498762128	1	20-3-2
12	3800802188	3218095935	1	59-31-1
12	3800802188	3503393892	1	14-62-2
12	3800802188	402823233	1	58-5-1
12	3800802188	2512399096	1	15-39-4
12	3800802188	592405600	1	21-24-2
12	210092704	2159060708	1	16-16-4
12	210092704	1218118543	1	17-19-4
12	210092704	952500921	1	17-18-3
12	3946704807	96336899	3	12-47-1
12	2348443202	1773533547	1	15-27-5
12	4244461268	1411376402	1	16-18-6
12	317929464	1747925850	1	13-33-2
12	2358747739	2454491671	1	16-62-2
12	2358747739	2240555876	1	16-58-1
12	2358747739	3948625120	1	14-51-2
12	2358747739	3564134056	1	47-16-2
12	2358747739	106825660	1	15-27-3
12	2358747739	3789957819	1	15-33-2
12	2358747739	4177337338	1	15-45-2
12	4220555981	516512426	3	21-30-2
12	362738657	4020264088	3	18-60-6
12	362738657	653171516	4	18-36-3
12	2233593456	2206677079	1	20-4-5
12	2233593456	3294755888	1	18-49-1
12	4062633702	2041852238	1	10-38-6
12	2814046616	2794662581	1	58-1-2
12	3502096654	2308462538	1	13-29-4
12	3502096654	1918004570	1	47-16-2
12	3502096654	2515157085	1	47-14-4
12	3502096654	2742513214	1	48-15-5
12	1236570292	1643036368	9	12-6-1
12	1236570292	2940661018	1	45-6-5
12	1051959330	249655687	3	1-32-3
12	1051959330	682685900	2	54-14-1
12	1051959330	1365633645	4	58-24-1
12	1322865837	2553975327	1	58-9-1
12	3469423702	2603152166	1	14-53-10
12	3469423702	35758748	1	20-22-5
12	2920070579	1209380363	1	11-60-8
12	1472357868	1861798394	1	20-15-1
12	1472357868	436205932	1	21-26-3
12	3718300100	1750857627	6	59-23-4
12	3718300100	1358621159	4	10-18-3
12	3718300100	1776329932	1	47-11-2
12	549803386	963836041	1	56-10-2
12	3198271705	1900127028	1	20-7-1
12	3641412901	1172467584	3	13-18-6
12	3641412901	3591908865	2	17-21-1
12	3641412901	3252197234	1	17-28-3
12	3641412901	3068110820	1	17-7-1
12	3383160911	4229813940	1	1-52-2
12	3383160911	1695844110	1	54-29-1
12	3383160911	1048644952	1	21-2-2
12	3383160911	3987981658	1	55-22-1
12	3383160911	4201872425	1	53-9-2
12	3383160911	2316929190	1	55-28-2
12	3071773938	1747925850	1	13-33-2
12	665358691	1341898490	1	21-28-3
12	3222322276	1735689673	1	16-13-5
12	3222322276	2614328128	1	16-29-3
12	1045698575	1903297577	1	16-62-6
12	1045698575	3900396947	1	16-46-6
12	1045698575	2402810340	1	19-28-3
12	1045698575	2259410794	1	54-23-1
12	1045698575	3897583248	1	46-6-2
12	1353687541	1993558814	1	59-41-2
12	3495590179	2055068264	1	17-47-3
12	2807908789	3252129424	1	53-27-1
12	960093206	3766730373	1	13-8-6
12	960093206	2356941633	1	19-43-6
12	960093206	1668951443	1	59-49-2
12	960093206	2068106952	1	12-9-5
12	960093206	305466118	1	1-32-3
12	960093206	358141727	1	11-30-9
12	3610754362	3219886192	1	46-9-5
12	2687536556	919578513	1	15-58-3
12	116721267	3148381534	1	14-33-3
12	116721267	634185981	1	11-56-4
12	116721267	3920705526	1	14-40-3
12	116721267	2662729568	1	14-50-4
12	116721267	537094532	1	13-14-6
12	116721267	1221896888	1	11-46-1
12	116721267	3281685886	1	14-36-4
12	814714941	2827116991	8	13-13-3
12	814714941	921105436	4	11-15-2
12	814714941	644220050	1	22-3-2
12	814714941	3416738371	1	17-38-9
12	814714941	3274343607	1	18-1-9
12	814714941	3022894113	1	20-4-3
12	814714941	478509790	1	16-58-3
12	814714941	486591408	1	17-21-5
12	814714941	4174868831	1	15-37-5
12	814714941	651467556	1	17-38-6
12	814714941	2989626310	1	11-21-5
12	814714941	4033775051	1	11-23-6
12	1200136363	2667570071	1	14-6-5
12	659499342	1406649776	1	15-38-3
12	659499342	617674022	1	15-38-6
12	659499342	2454491671	1	16-62-2
12	659499342	4083977807	1	14-53-1
12	659499342	3789957819	1	15-33-2
12	659499342	4048246737	1	14-64-2
12	659499342	2253154119	1	14-42-4
12	659499342	159393233	1	15-59-4
12	659499342	2223982048	1	14-45-5
